clusters4,Features4,weights
2,cultural,0.021341157759034952
2,safety,0.02124059515047421
2,family,0.020769113505483838
2,region,0.02067825539179671
2,opportunity,0.020417731761741338
2,resident,0.02011831195615603
2,health,0.01962271772706054
2,ensure,0.019619904591871924
2,social,0.019588274776077153
2,enable,0.01955200549290126
2,senior,0.019514997000540563
2,disability,0.019454769851698847
2,order,0.019336963372053453
2,install,0.019241850073301803
2,fund,0.019210009423352378
2,establish,0.01913239874974512
2,deliver,0.018880653179123227
2,replace,0.018842852880903916
2,woman,0.018763814687125752
2,work,0.018074953496411812
2,continue,0.017724191564194084
2,include,0.017304764352096685
2,education,0.01722360411173778
2,recreational,0.016877482048753962
2,heritage,0.016760308678794664
2,school,0.016428492220996713
2,workshop,0.015436171941403854
2,food,0.014682281437840247
2,club,0.014517960024175552
2,offer,0.013992422937067296
2,child,0.01334991218116332
2,age,0.013299656982884994
2,purchasing,0.012916799303168053
2,physical,0.012781720308996125
2,sport,0.012492527555976875
2,initiative,0.01238987153106462
2,young,0.012040262338452186
2,quality,0.011570787749171934
2,engage,0.011266537062755138
2,skill,0.011190385230702017
2,learn,0.011085348989924105
2,participate,0.01021263767848352
2,adult,0.009351680468725528
2,impact,0.009336929104565734
2,culture,0.007901878137348094
2,equipment,0.0057419051736582235
2,active,0.004970307928960672
2,youth,0.00490730107779651
2,life,0.004550742577855431
2,purchase,0.003397567505191741
3,youth,0.31043994018745275
3,child,0.18120173821900493
3,program,0.1416033322041448
3,skill,0.09482896059664704
3,support,0.09383034768687777
3,provide,0.06915034376571362
3,community,0.06868225498563217
3,develop,0.060648459999573814
3,development,0.05982128001525177
3,help,0.04913213422269205
3,opportunity,0.04425190881290864
3,school,0.043421852547609496
3,social,0.04189010707743789
3,initiative,0.041239379628768384
3,increase,0.040205530455926404
3,expand,0.0400427585722451
3,adult,0.03702496556389886
3,age,0.034985605184670414
3,life,0.03458759337301845
3,area,0.03445477667538854
3,training,0.03407593489627491
3,family,0.0315391305612297
3,learn,0.03128457198123631
3,activity,0.030243616683352424
3,create,0.02894767117217023
3,deliver,0.028712393298456297
3,impact,0.028651552667970134
3,volunteer,0.027898762391173868
3,art,0.026581513124727483
3,enhance,0.0265502216207987
3,service,0.02618149421709807
3,recreational,0.02610140346733562
3,young,0.025995281309467756
3,project,0.025624425000704984
3,new,0.025203849925949755
3,staff,0.024135707846057095
3,centre,0.0235405774650477
3,implement,0.023473839121762353
3,organization,0.022051228403177272
3,offer,0.021808903074688954
3,education,0.021167611588857205
3,engage,0.021074757548180178
3,hire,0.020969175095939492
3,workshop,0.020838106645786256
3,cost,0.020012866380732075
3,build,0.01910630106214745
3,coordinator,0.018844133915585516
3,sport,0.01859903200801047
3,local,0.01844069368923002
3,participate,0.018272113279303018
3,need,0.017689097455994004
3,purchase,0.017608613488490663
3,region,0.016367901601271006
3,enable,0.016251294499391885
3,promote,0.01606928253129034
3,work,0.015998206539845662
3,resource,0.015927870456570375
3,improve,0.01573727397549637
3,fund,0.01564833398830588
3,equipment,0.015368255044109139
3,health,0.01516887651147305
3,establish,0.015128912656308183
3,county,0.015041849979038785
3,capacity,0.014834633747631151
3,access,0.014768570607907299
3,cultural,0.014545596661259994
3,assist,0.014475477631613153
3,physical,0.014252104940871457
3,include,0.014007151494024605
3,disability,0.013879019164200632
3,space,0.012932358882216475
3,club,0.01265840109208225
3,senior,0.012050571143561567
3,awareness,0.011533968049595679
3,group,0.011153619468992062
3,continue,0.010569043449441014
3,plan,0.010549574796571402
3,order,0.010286190653784073
3,building,0.00973383341459653
3,facility,0.008530219629027308
3,make,0.008282670096978879
3,event,0.008264051138459638
3,safety,0.00780132382333236
3,quality,0.007692009543617339
3,active,0.007523208700382883
3,festival,0.007485313576504495
3,culture,0.006994568024837978
3,renovate,0.006816893518360798
3,member,0.006622155588192613
3,install,0.006050673979969747
3,upgrade,0.005526015103330555
3,accessible,0.005132765110412085
3,public,0.005027527011386418
3,ensure,0.005019390352209312
3,woman,0.004876043105610771
3,purchasing,0.00477899267113097
3,food,0.004092578760117564
3,replace,0.003837084225216874
3,heritage,0.0027406773829048757
3,resident,0.002184237457571762
