clusters8,Features8,weights
0,capacity,0.0033092778831873278
0,initiative,0.0029187514248646303
0,impact,0.0021855171663421775
0,life,0.0019864426899026282
0,safety,0.0007677742963485472
1,community,0.2977787438939014
1,life,0.26951559325537555
1,impact,0.2596413096272676
1,initiative,0.25435614116895033
1,help,0.22433719280480097
1,active,0.147891480773844
1,engage,0.10177320206600246
1,physical,0.09990977920347796
1,building,0.09810241990858037
1,enhance,0.07891925528440003
1,program,0.06887148928534818
1,activity,0.06873676853955496
1,support,0.049760571968174766
1,need,0.04346095402969381
1,participate,0.03656587583170938
1,accessible,0.03562968021170945
1,new,0.03127159912491193
1,improve,0.028838736677241954
1,expand,0.027245465608439497
1,service,0.02686334687734576
1,food,0.026635134303946442
1,develop,0.024743585823391662
1,create,0.023830980634605085
1,install,0.02277173318545753
1,resource,0.02255928480811876
1,group,0.02171780557706255
1,skill,0.021263014744051536
1,upgrade,0.02093131509998444
1,build,0.02064398409037066
1,work,0.02029182253274136
1,social,0.01993405928098754
1,deliver,0.019202994439391143
1,plan,0.019066695075657013
1,purchase,0.01876153767343392
1,youth,0.018647478780778604
1,assist,0.017901510942418028
1,provide,0.017889656400414435
1,replace,0.017472956777868233
1,staff,0.017100259300560167
1,hire,0.016989620603677126
1,equipment,0.01659499363390558
1,make,0.01618813430655958
1,disability,0.016108055974108346
1,access,0.015926797504644468
1,senior,0.01588898258180055
1,centre,0.015247090144244826
1,training,0.0147426538891494
1,renovate,0.014693133211448658
1,cost,0.014690324140114914
1,woman,0.014603524541154243
1,space,0.013507808731221522
1,increase,0.012673739909541647
1,opportunity,0.012507646575561703
1,area,0.01205383061818873
1,local,0.011543434887505245
1,volunteer,0.011035403220853104
1,adult,0.0102780555460433
1,age,0.009497537717216165
1,resident,0.00917789614727422
1,coordinator,0.00882855314475788
1,region,0.008823301021363415
1,implement,0.008760796615061017
1,education,0.008529134277185652
1,workshop,0.008475444080693582
1,promote,0.008310220778624668
1,health,0.008188848282124668
1,child,0.008074665905114454
1,facility,0.008004885684430018
1,sport,0.007983684429174395
1,family,0.007798252995679641
1,project,0.007758424977181703
1,school,0.007738402640821992
1,development,0.006797144121811967
1,young,0.006474488414742682
1,establish,0.0062052088620984415
1,county,0.005706078355262732
1,quality,0.005337552974827711
1,ensure,0.004908484989195964
1,recreational,0.004897399736297142
1,club,0.004675654256223167
1,safety,0.004675376227458967
1,learn,0.004372271740622998
1,offer,0.00432110463992391
1,enable,0.0040855213145097055
1,cultural,0.003615658441474002
1,awareness,0.0031109528136023454
1,member,0.0031062948216856253
1,art,0.0029770365002589807
1,continue,0.002516479609446904
1,organization,0.0025059442770138823
1,capacity,0.0024728759244794923
1,order,0.0021219896514163843
1,event,0.0020745899240386927
1,public,0.0017857696158263615
1,include,0.0015616271520990169
1,purchasing,0.0014677791534545728
1,heritage,0.0008907476301555034
1,fund,0.0007415545922772604
1,festival,0.0006084918208744798
1,culture,0.00047428181513859135
2,program,0.09739921490815683
2,support,0.09254388510218604
2,develop,0.06601652908013511
2,community,0.0657942212313834
2,provide,0.058271239479324013
2,service,0.05509321432617172
2,increase,0.053066996340231216
2,volunteer,0.051981032740809556
2,organization,0.04772002220667009
2,staff,0.04489514769353376
2,hire,0.04292933750828018
2,development,0.03889646266599761
2,cost,0.037908857883822984
2,training,0.03730051247761272
2,plan,0.03483102459566032
2,new,0.03426996186244832
2,help,0.03387940242280892
2,area,0.03376228607401731
2,coordinator,0.03361840787539987
2,project,0.03343560977659337
2,implement,0.03181028097697017
2,enhance,0.03091902536065773
2,local,0.030843683753352162
2,expand,0.030725038846959516
2,awareness,0.030635873767956304
2,child,0.029906778440172643
2,resource,0.02947808456470824
2,assist,0.02929480918100673
2,festival,0.028869586966138807
2,promote,0.02855721573670701
2,county,0.028225748235360015
2,create,0.02792112383143597
2,family,0.027327601240402424
2,deliver,0.026070095200466905
2,art,0.02592850138220289
2,need,0.025847117765895634
2,school,0.02580111714429184
2,establish,0.025046937240787954
2,region,0.02466941042239877
2,opportunity,0.024248143215996724
2,event,0.02413250563077501
2,purchasing,0.024126999668672558
2,activity,0.02397609197899651
2,education,0.02333617412923947
2,public,0.0232334862251059
2,improve,0.022910236999657087
2,health,0.02264023606230094
2,woman,0.02235658386015784
2,work,0.02218554328679338
2,fund,0.021496345836190037
2,workshop,0.020644857725630385
2,centre,0.02022515250758695
2,access,0.019901419033528524
2,disability,0.01978492771542431
2,enable,0.019692621793438322
2,social,0.01939956354803582
2,skill,0.019270889638706382
2,group,0.019049577437117937
2,senior,0.017741242037847403
2,cultural,0.017531710695099238
2,order,0.017506875956889448
2,young,0.017498414749210014
2,equipment,0.017211537487836315
2,include,0.01709186101668396
2,member,0.016804110605176024
2,offer,0.016454234110968937
2,food,0.016057527026011997
2,build,0.01578824628664805
2,resident,0.015771255278171206
2,learn,0.015419050736345516
2,continue,0.014599715078128713
2,initiative,0.014565463106734993
2,engage,0.014107638613904737
2,adult,0.013173293988107416
2,impact,0.012504547655397375
2,quality,0.012417368815017508
2,sport,0.011769027812568956
2,ensure,0.011561002024528356
2,age,0.011538286284371629
2,physical,0.010657704026417554
2,participate,0.008985203329388965
2,recreational,0.008945678357350323
2,club,0.008704704784632426
2,building,0.00787776191587261
2,space,0.007649632118038638
2,heritage,0.00717155859285194
2,upgrade,0.007147875840058352
2,culture,0.00714016769278764
2,life,0.006078528171515891
2,active,0.005918293085428412
2,youth,0.00577341950747897
2,make,0.005700653859621929
2,facility,0.0038807016886307096
2,accessible,0.0033419569028150784
2,purchase,0.0032682916257431114
2,renovate,0.0024897443410804715
2,replace,0.001351505561485136
2,install,0.0010801932966062434
2,capacity,0.0005328508081300622
2,safety,0.00029150033132549594
3,capacity,0.43844313923697725
3,organization,0.15635665441992738
3,increase,0.13768334091799317
3,build,0.13260484298495506
3,program,0.07374204124894236
3,volunteer,0.0715847869225421
3,enhance,0.07054461311901535
3,community,0.06989963501862473
3,support,0.06521048448407646
3,develop,0.05861250542672854
3,service,0.057313950462920926
3,development,0.0539674360293474
3,provide,0.051725490191088325
3,hire,0.04695015096575053
3,staff,0.04191116587395211
3,training,0.03793348640351237
3,help,0.03664535167046508
3,coordinator,0.035952147787200815
3,deliver,0.03580086824421755
3,new,0.03423156113422964
3,improve,0.03331031655467986
3,resource,0.032257752081692466
3,expand,0.03165477152379897
3,equipment,0.031621782814646116
3,plan,0.0308288615184562
3,fund,0.029880363296055493
3,youth,0.02983013106427354
3,need,0.027791804428772802
3,art,0.027247511289235686
3,purchase,0.026958742641353572
3,region,0.02621053899440385
3,group,0.025297773458753735
3,building,0.02456065096504508
3,local,0.024260893847476844
3,area,0.02310147157385256
3,enable,0.020863173271345483
3,implement,0.020356896851962653
3,county,0.020196739757961605
3,member,0.020053336630402645
3,family,0.019980160652736702
3,centre,0.019240699740597323
3,order,0.019108280143156867
3,activity,0.019053042716185145
3,project,0.018532569687860816
3,child,0.018105754209886755
3,initiative,0.017554225578987948
3,opportunity,0.01733518482476622
3,cost,0.01706417367090752
3,festival,0.01694207027707597
3,work,0.01682933870906118
3,woman,0.01656735884583006
3,awareness,0.016275869820640634
3,create,0.015260300981247355
3,cultural,0.01504851788989947
3,engage,0.014882423458792064
3,promote,0.014476503193797145
3,social,0.014400663457482324
3,continue,0.014183488228546499
3,public,0.014146284173703534
3,event,0.01387566181229387
3,food,0.013421383039111624
3,offer,0.013348455876619
3,workshop,0.0131461780180035
3,education,0.013144386304770862
3,ensure,0.012277232456089611
3,establish,0.012140923566024297
3,quality,0.01201572387194929
3,assist,0.012001880858576229
3,skill,0.01153707985672722
3,access,0.011396684424257491
3,health,0.011371781476211627
3,club,0.011162500331243195
3,purchasing,0.010944270600395182
3,senior,0.010921430808298188
3,include,0.00983740394234731
3,sport,0.009263670664574388
3,learn,0.009206038325288627
3,disability,0.009193106719015678
3,resident,0.009088294796906078
3,facility,0.008948706345057997
3,upgrade,0.008550625614881117
3,space,0.008376097844497978
3,make,0.0071945957234786535
3,culture,0.007186157463221643
3,recreational,0.007040595667236432
3,school,0.007015757010366442
3,impact,0.006577189815237975
3,age,0.006375077067408333
3,young,0.006083074521860857
3,physical,0.005603702416893405
3,participate,0.005504194914667188
3,adult,0.005320018314501422
3,heritage,0.005275237976605158
3,accessible,0.0036480046446452463
3,renovate,0.0036095666707093243
3,install,0.0032695014528791844
3,safety,0.003116810285101278
3,life,0.0029050056800136487
3,active,0.0028231397650997155
3,replace,0.0014718660192326264
4,youth,0.37468019902006566
4,child,0.15523212868772562
4,program,0.13130228587494308
4,skill,0.10289088006758297
4,support,0.09856561209996527
4,community,0.07823079445425303
4,provide,0.06852693172291172
4,development,0.0656390189447969
4,develop,0.06515931738566448
4,help,0.05527693622426916
4,initiative,0.048983442200586265
4,social,0.04828885761047332
4,opportunity,0.04553972132001464
4,life,0.042639527737950704
4,expand,0.03912204756270604
4,adult,0.036927122741720914
4,increase,0.03643687454233005
4,impact,0.03595815143884852
4,training,0.034817444182738556
4,school,0.03458275137981787
4,create,0.0344037603664712
4,age,0.033563862807369664
4,area,0.03324078642479632
4,activity,0.031754833326214114
4,project,0.028185122477423222
4,service,0.02716398058552229
4,learn,0.02704134740519985
4,volunteer,0.0268248780026271
4,deliver,0.026068503341691345
4,art,0.02562579920236331
4,new,0.02552394435486055
4,recreational,0.024800781544997094
4,centre,0.024299985416606922
4,staff,0.024208796082583365
4,young,0.02393696676428977
4,engage,0.0229783511404301
4,enhance,0.02271985782849418
4,workshop,0.022677984742935427
4,implement,0.021104081785028986
4,offer,0.020999905778472855
4,cost,0.020760966311158927
4,hire,0.020740703357797832
4,family,0.020716341360467655
4,organization,0.02061731657424621
4,education,0.02057679289888132
4,sport,0.020250330675283874
4,local,0.018894009501224874
4,coordinator,0.01811265966557499
4,build,0.01802265760664822
4,participate,0.01738967629563171
4,promote,0.017166743842180768
4,enable,0.016958975775081275
4,equipment,0.01682170697352587
4,health,0.01663624997078549
4,region,0.01640531906898686
4,purchase,0.016004768677161448
4,county,0.01590670465669542
4,work,0.015905756446472546
4,need,0.015196225041590168
4,fund,0.015167454947767679
4,establish,0.015155115270739285
4,improve,0.015077633641064684
4,assist,0.015064550276931385
4,cultural,0.015055828866717053
4,include,0.014083785437270676
4,space,0.014060334366769286
4,access,0.013952671675049879
4,resource,0.013103147680445815
4,physical,0.012764986291927466
4,group,0.011647445444400092
4,awareness,0.01148064403457693
4,senior,0.011074960291240075
4,club,0.011062937960659621
4,plan,0.010983297148804324
4,disability,0.010464219747290383
4,building,0.01038176309752812
4,continue,0.009277266581251463
4,order,0.00881789323802672
4,event,0.008444376483768596
4,make,0.008215257558037783
4,festival,0.007845173443534036
4,member,0.0075861525332447865
4,active,0.007561327403031701
4,culture,0.006695664208988793
4,facility,0.0065007030945107985
4,renovate,0.006418296513394646
4,purchasing,0.005743259525276758
4,quality,0.005449191570468582
4,upgrade,0.004933920127967936
4,install,0.004778586266715786
4,accessible,0.004755346543802769
4,ensure,0.004287135914070533
4,woman,0.00414894614980711
4,replace,0.004056328549537714
4,food,0.0038384429243681823
4,public,0.0037998524808578733
4,capacity,0.00373147695032416
4,heritage,0.0023789538325104855
4,resident,0.0021302156925374132
4,safety,0.000929142486950874
5,safety,0.5265233009466627
5,improve,0.1170757218602334
5,equipment,0.10263302146900864
5,purchase,0.07925062155472275
5,increase,0.07306197144585114
5,new,0.07088650201648262
5,enhance,0.06135737576979869
5,community,0.06126990538433306
5,facility,0.06040966872338991
5,health,0.0575272735682205
5,program,0.05666797766189823
5,upgrade,0.051582730669794685
5,ensure,0.04984936656015571
5,purchasing,0.048197037293432846
5,club,0.04712687392296066
5,replace,0.044092814183767814
5,training,0.04184152167650079
5,child,0.034327883988880904
5,provide,0.03432413920506024
5,quality,0.03386608082301646
5,staff,0.033131295539790474
5,building,0.032616979674944986
5,area,0.030781112579643947
5,youth,0.030711128168359275
5,support,0.030385725585390575
5,member,0.028847585753403977
5,install,0.02847738726039304
5,volunteer,0.0271452235230643
5,renovate,0.02669541012761321
5,centre,0.023528716288044475
5,activity,0.023377046482875256
5,make,0.02243764105740583
5,sport,0.022421372467092377
5,age,0.02203197398082982
5,senior,0.021938523840422962
5,cost,0.021808077142005257
5,recreational,0.021283614299918985
5,help,0.020717661797663815
5,event,0.020611671794787498
5,hire,0.02044229116688948
5,space,0.02035962180827204
5,participate,0.020257762790046232
5,organization,0.019834905720245873
5,order,0.019762649674402936
5,physical,0.019361537981888104
5,access,0.01824124622267723
5,service,0.01759083284718314
5,develop,0.017482568614864236
5,county,0.01715300090296607
5,enable,0.016855394532709164
5,continue,0.014768424017132992
5,impact,0.01463929970899478
5,group,0.014542738279967316
5,assist,0.013304417635023873
5,local,0.013162277342852325
5,deliver,0.013016793851174225
5,family,0.012644861831971237
5,resident,0.012491698924458571
5,implement,0.01241787474836304
5,public,0.012054099766569385
5,offer,0.011819293866662242
5,skill,0.011788609208013308
5,woman,0.011756903607339199
5,opportunity,0.011745434999894446
5,promote,0.011731453737946467
5,young,0.011462857249875011
5,need,0.010627997571614591
5,expand,0.009581878250545767
5,accessible,0.009218535733569077
5,awareness,0.009159359212895093
5,create,0.00914153024493623
5,disability,0.008755430988027982
5,learn,0.008459137706240799
5,region,0.007906581775760434
5,development,0.007632325488263197
5,social,0.0075013675677332746
5,coordinator,0.00745577733274416
5,food,0.0073228908838291855
5,fund,0.0072832687233215735
5,plan,0.007265658003318284
5,adult,0.007197592559099656
5,cultural,0.006952787758138917
5,capacity,0.006647353866633809
5,include,0.006170361350598864
5,work,0.006161947301687017
5,education,0.004838957731649422
5,festival,0.004761194163999243
5,initiative,0.004679810151013662
5,school,0.004433525111979166
5,resource,0.004383308740712718
5,project,0.004256285730832386
5,build,0.004248903038027237
5,art,0.004079000272374398
5,active,0.003934286812427344
5,heritage,0.003566589641155447
5,workshop,0.0028949931503032197
5,establish,0.00265210968550268
5,culture,0.002553509290980314
5,life,0.002387765754924893
5,engage,0.0019918588367614353
6,facility,0.13574043589140503
6,community,0.13455942881590277
6,accessible,0.10512547198877767
6,make,0.09375357735297592
6,renovate,0.08511459598862887
6,install,0.0790571984405311
6,space,0.07745781590811748
6,replace,0.07136252810571908
6,upgrade,0.07054536038200385
6,centre,0.07045407588545956
6,building,0.057863293444565096
6,new,0.055881903792427794
6,provide,0.055079539262225564
6,activity,0.051466998045417614
6,area,0.05092813996485614
6,recreational,0.04983842387977751
6,improve,0.04868998915244856
6,access,0.048020610239513
6,increase,0.04406616719233687
6,ensure,0.04090112184847679
6,member,0.03872326546444515
6,group,0.03842535496243203
6,club,0.03426608299251819
6,resident,0.03282833215045072
6,program,0.0314004723771729
6,continue,0.030984362160829882
6,create,0.02969214086775323
6,age,0.029506152680785967
6,senior,0.027321334373172218
6,disability,0.025646702178607067
6,enhance,0.025298735118928644
6,cultural,0.024908133675516364
6,physical,0.024532021113007427
6,help,0.02416328396034691
6,organization,0.023760597998796314
6,social,0.02358023499694329
6,order,0.02275376213327825
6,local,0.02256981591521298
6,equipment,0.021828249291163004
6,service,0.02151215543214543
6,include,0.021107900604570223
6,enable,0.01927289778513713
6,event,0.019212517885300512
6,sport,0.018944484031776967
6,cost,0.01869166057602957
6,child,0.01853576872820809
6,public,0.01803996457468511
6,participate,0.018002803510000935
6,opportunity,0.01666440082649652
6,purchase,0.014187755002003088
6,support,0.013210753826763972
6,family,0.012797700270754279
6,offer,0.012182331189056214
6,art,0.01133098394300424
6,need,0.01107632545792049
6,quality,0.010523203865792941
6,heritage,0.010242559431977378
6,youth,0.00976139176624498
6,expand,0.009233424219610315
6,food,0.008937943358345534
6,purchasing,0.008794374273659361
6,build,0.008671702012220018
6,volunteer,0.007884614049336306
6,adult,0.0074707398904477204
6,assist,0.0074478421299013255
6,work,0.006898941015007072
6,resource,0.0067607273821633845
6,health,0.006745448897253854
6,fund,0.0066765279599643205
6,county,0.0065262769174856345
6,staff,0.0062042036133722975
6,school,0.006016906474703707
6,project,0.005870193650035515
6,learn,0.0056534829842064555
6,establish,0.0052452558612468385
6,promote,0.005203234223197933
6,region,0.00497948388003285
6,young,0.004944903892025689
6,training,0.004834373367469636
6,woman,0.004781905283258047
6,active,0.004580109828720122
6,develop,0.004122871972875047
6,education,0.0035135071211936935
6,engage,0.003376831031783853
6,culture,0.002825774022776442
6,hire,0.002809831519319352
6,development,0.0027128363460750086
6,deliver,0.002635143023579591
6,initiative,0.0025748222705920675
6,impact,0.00256673546827764
6,workshop,0.002566139299754059
6,plan,0.0023787202140378577
6,skill,0.0021817797569166704
6,life,0.002172308663523942
6,festival,0.0018621522197519056
6,awareness,0.0018324362619905432
6,coordinator,0.0013636364425968278
6,capacity,0.0012562741460313497
6,implement,0.0012108599135917727
6,safety,0.00038556192682739503
7,heritage,0.46620763303013674
7,art,0.28946440346578667
7,culture,0.2799815419859066
7,life,0.2417182008849316
7,cultural,0.14209166239213233
7,initiative,0.126191786811765
7,impact,0.12001023352323967
7,community,0.11180112331500267
7,help,0.10769635564681504
7,space,0.08638564211072347
7,learn,0.06692382640816612
7,opportunity,0.053799141465328784
7,access,0.05097011696603962
7,program,0.032033847915454355
7,local,0.02911221665459404
7,create,0.027818888799076725
7,skill,0.025769022013180504
7,promote,0.02214979007685361
7,area,0.02208085586790386
7,building,0.021472645609229575
7,develop,0.020373032654536775
7,engage,0.020355990996072923
7,new,0.020292525449032883
7,centre,0.01850806649705722
7,youth,0.018023146960195455
7,festival,0.016819066766083527
7,event,0.016491583390728145
7,renovate,0.01580497764983581
7,expand,0.01552727016372331
7,upgrade,0.015494727857489655
7,make,0.015102293834679354
7,assist,0.014936352371876741
7,purchase,0.014707493893698603
7,equipment,0.01463780991962755
7,install,0.014381364336273756
7,workshop,0.013761748948159585
7,provide,0.013439835855014681
7,project,0.01330155099080814
7,increase,0.013072452321656632
7,school,0.01234552839484408
7,replace,0.012012327695195644
7,improve,0.011674742458230053
7,deliver,0.011553825351706794
7,public,0.011397572016126003
7,support,0.010944429027090955
7,accessible,0.010647986456916038
7,region,0.010429912635792429
7,development,0.010002836174592328
7,awareness,0.009405664401946703
7,cost,0.009181636776246243
7,build,0.008831051007170729
7,child,0.008248226625467876
7,staff,0.007849476432654403
7,enhance,0.007589896912689974
7,hire,0.007566025670290559
7,activity,0.007425092194699427
7,young,0.007316738747436267
7,include,0.00710035203227203
7,resident,0.0068344648914317515
7,education,0.00652204714491296
7,county,0.006402782198018982
7,enable,0.006094010314010562
7,coordinator,0.005941146575176237
7,plan,0.005622507939233006
7,order,0.005325332958059798
7,organization,0.004864005317170479
7,work,0.004857026260721954
7,group,0.00476125966317575
7,facility,0.004537036539800792
7,need,0.004365365315112801
7,offer,0.004291717721519403
7,establish,0.003996153612474812
7,implement,0.0037929458604694147
7,participate,0.0037870132503466324
7,resource,0.003693918784322999
7,training,0.0035244175927510624
7,senior,0.0034601931485858974
7,volunteer,0.0034338086653300523
7,age,0.003365800978601629
7,ensure,0.002873528136901299
7,member,0.00277435921076267
7,disability,0.0027139322626880064
7,adult,0.002462901847625473
7,woman,0.0024370671911081343
7,continue,0.002249699717250815
7,social,0.0020848082967305265
7,family,0.0019717538838665005
7,safety,0.0018918168629091282
7,purchasing,0.001731379033046609
7,capacity,0.0015984134744225908
7,food,0.0015824729458093925
7,service,0.0014831957333311622
7,health,0.0013513183383364537
7,active,0.0012115621354714045
7,quality,0.001034971439559512
7,fund,0.0009027622603239341
7,physical,0.0008757526658901848
7,sport,0.0008736493940756802
7,recreational,0.0006045523796928469
7,club,0.000534952686851938
