clusters6,Features6,weights
2,include,0.012137703960044557
2,develop,0.012114084868217998
2,staff,0.011957357182186056
2,county,0.011920873839459027
2,cost,0.011740566847021943
2,cultural,0.011050510683775263
2,create,0.01081908956858323
2,accessible,0.010819037197616666
2,adult,0.010576912252508763
2,hire,0.01032437223048896
2,resource,0.009804111497263575
2,family,0.009257228057228138
2,establish,0.009133919917053302
2,food,0.008769059271839652
2,region,0.008334851710165929
2,fund,0.008326674341577505
2,active,0.008065649735620036
2,health,0.00778971944457058
2,renovate,0.007656371397281199
2,woman,0.007472164100753709
2,school,0.007358581793444285
2,social,0.0072955560057572835
2,work,0.006734457363988653
2,implement,0.006622607310256115
2,awareness,0.006574327564355333
2,building,0.006216142086995117
2,heritage,0.006086718461992147
2,deliver,0.005551343629849718
2,plan,0.005179514013596487
2,education,0.004604688279940302
2,workshop,0.004490266817157076
2,coordinator,0.004332486269006443
2,build,0.0038192941637172416
2,culture,0.0036766487321716855
2,project,0.0034740939732330603
2,engage,0.003403890036450594
2,initiative,0.0029247575114183006
2,capacity,0.0028478652258376
2,impact,0.0023555617353773262
2,life,0.001746934157167422
3,community,0.135744859762622
3,facility,0.13167112752443708
3,accessible,0.09106687042048257
3,make,0.08533037775785647
3,renovate,0.07984152935030066
3,install,0.07328179760474947
3,upgrade,0.07315674486722384
3,replace,0.07314108640436313
3,improve,0.0709328855660104
3,space,0.06648275086855412
3,centre,0.0650683594832174
3,safety,0.06171898156245757
3,building,0.05907573671158193
3,new,0.05464396436759654
3,increase,0.050036443125959236
3,provide,0.04987156516688569
3,area,0.048708870027840946
3,activity,0.04649856073511823
3,access,0.04606212397974706
3,recreational,0.044292316319289045
3,ensure,0.044253057583509316
3,member,0.03950601234359187
3,club,0.03647219400814794
3,group,0.03542116056188135
3,resident,0.03075651884291998
3,enhance,0.03045809479506164
3,program,0.02876694599454924
3,continue,0.028750989115089165
3,age,0.02730402255509309
3,senior,0.026443669958228718
3,create,0.025938871020178503
3,help,0.023783076118680226
3,order,0.023496326166595055
3,disability,0.023253391000087976
3,organization,0.023181991751678028
3,physical,0.02311750286826658
3,equipment,0.022963605366970473
3,cultural,0.02273439186400082
3,local,0.02137947357578557
3,social,0.02133535495389511
3,service,0.021022654068589115
3,event,0.01994750664656142
3,include,0.019216054541005192
3,enable,0.018637589755414782
3,sport,0.018621155506636972
3,child,0.018051017034358
3,public,0.017957843282968997
3,participate,0.017381125655053394
3,cost,0.01611807475370903
3,heritage,0.015282763131256632
3,opportunity,0.015006341111352711
3,quality,0.014085248013460144
3,purchase,0.013032184230884376
3,offer,0.012153660092376001
3,support,0.011443438474305451
3,family,0.011355366778966983
3,need,0.010878086968798377
3,health,0.010770568252111807
3,art,0.010353304840676904
3,purchasing,0.010296483807468244
3,youth,0.009380405804952745
3,expand,0.009101107837679773
3,volunteer,0.008951406410343789
3,food,0.0086926829165444
3,build,0.008688329765594102
3,adult,0.007239920916015783
3,staff,0.006953506912699816
3,county,0.006931939742518398
3,assist,0.006894106566630104
3,fund,0.006652008590533992
3,work,0.006598122260523129
3,resource,0.005827339600292894
3,project,0.00555331572370403
3,school,0.0053635454040305616
3,woman,0.005353929440052816
3,promote,0.005327036790620339
3,training,0.005178286227332262
3,learn,0.004728191165710485
3,young,0.004664636637451863
3,region,0.0045790250005468165
3,active,0.004241669954349486
3,establish,0.004177921564574695
3,develop,0.004105904032345415
3,impact,0.003213338516432522
3,engage,0.003174595868556531
3,culture,0.003114648695278695
3,education,0.00302381977974533
3,initiative,0.0029506872452012304
3,life,0.0024658487564679
3,hire,0.0024637567767646328
3,festival,0.0024042809705595337
3,development,0.002345129493086249
3,deliver,0.002325290568212778
3,plan,0.0022312530943953564
3,workshop,0.002158498062868464
3,skill,0.002081206276354745
3,awareness,0.001741038491821518
3,implement,0.0014442459856863887
3,capacity,0.0011763696024314888
3,coordinator,0.0009401656268238509
4,capacity,0.4380372594072632
4,organization,0.15511309545981808
4,increase,0.13802829510619277
4,build,0.13113067585807098
4,program,0.07376784302113178
4,volunteer,0.07150172381079015
4,enhance,0.07043214993585768
4,community,0.07016353381439869
4,support,0.06473110938794228
4,develop,0.05824502314870721
4,service,0.056828942714600136
4,development,0.05336748041441024
4,provide,0.051658100734012204
4,hire,0.04676794661328721
4,staff,0.041612882879722
4,training,0.03813166782337561
4,help,0.03646208372167445
4,coordinator,0.03581493038828216
4,deliver,0.0354028702383263
4,new,0.034418293126940495
4,improve,0.03425836849712164
4,resource,0.03209551167296499
4,equipment,0.03207956817266383
4,expand,0.03142674960010683
4,plan,0.03068025674933194
4,youth,0.03006534352154607
4,fund,0.029707491960544934
4,need,0.02748284313019989
4,purchase,0.027101031307016483
4,art,0.02694460089374921
4,group,0.026180584141964225
4,region,0.026104223750301466
4,building,0.024822024189705735
4,local,0.024178976183221502
4,area,0.02299641656907301
4,enable,0.021241691325468548
4,implement,0.020663833285382703
4,county,0.02013093249347661
4,member,0.01983040382508848
4,family,0.019758041344262654
4,centre,0.0195971559144411
4,order,0.019299904904562716
4,activity,0.0191397192250302
4,project,0.01853622376684517
4,child,0.018306336177884127
4,initiative,0.017553878162456484
4,opportunity,0.017142469694369136
4,woman,0.01693414523948773
4,cost,0.016874471369642798
4,work,0.016786176582730086
4,festival,0.016712093295741103
4,awareness,0.016572055760713265
4,create,0.015090652320259428
4,engage,0.014848607202548204
4,cultural,0.014677210240914802
4,social,0.014420101050811826
4,promote,0.014315568007418246
4,continue,0.014025810487519778
4,public,0.013989020029898467
4,event,0.01356230447076643
4,offer,0.013388823072760505
4,food,0.013272177616231081
4,education,0.013187174626352955
4,workshop,0.013146347030988725
4,ensure,0.012506301371878034
4,establish,0.012195872183228065
4,health,0.011900728327681295
4,quality,0.011882145152356418
4,assist,0.011868456031667758
4,access,0.011573167393486733
4,skill,0.01140882221935757
4,club,0.011285356982186764
4,purchasing,0.011197763007806262
4,senior,0.011037097056356002
4,include,0.00993255366296243
4,sport,0.009448291580854671
4,learn,0.009103694860581872
4,disability,0.009090907014886865
4,resident,0.008987260286194046
4,facility,0.00884922363820452
4,upgrade,0.008795701365582546
4,space,0.008448190059867336
4,safety,0.007840984303997553
4,make,0.007464182501289036
4,culture,0.007106269000157771
4,school,0.007081599719015414
4,impact,0.006977275940399355
4,recreational,0.006962325413656779
4,age,0.006482198463903125
4,young,0.006396850664331903
4,physical,0.0055414060956891905
4,participate,0.005443004817680417
4,adult,0.0052608757075112
4,heritage,0.005058811747973742
4,accessible,0.0036074498021161036
4,renovate,0.0035694391428718994
4,install,0.003233154427728066
4,life,0.0028727107518610353
4,active,0.0027917549397598034
4,replace,0.0014555032948261229
5,life,0.29121448848951154
5,community,0.2549961023674146
5,impact,0.24228888909374752
5,initiative,0.23740585551805116
5,help,0.20914295029933783
5,active,0.11560347893911237
5,heritage,0.10206026909466308
5,engage,0.08529186236238423
5,art,0.08333728816938292
5,culture,0.08057042088183297
5,building,0.07973187854919454
5,physical,0.0783044931853912
5,enhance,0.06289100065831166
5,program,0.06168623488287475
5,activity,0.05404993742020452
5,support,0.039138579940026855
5,space,0.03777738195954006
5,cultural,0.03593997356642433
5,need,0.03546452082962193
5,accessible,0.03103474265882334
5,new,0.029861969469592152
5,participate,0.029561385814576582
5,access,0.02837833770400226
5,opportunity,0.026554288648525656
5,expand,0.025495269698038853
5,improve,0.025139436495629334
5,skill,0.024875360178026544
5,learn,0.024276273554550143
5,create,0.024201867310559445
5,develop,0.023181435302999213
5,install,0.021851897383328933
5,service,0.021701450057359507
5,upgrade,0.021177252499792906
5,food,0.020949032994245907
5,youth,0.018775834107875113
5,deliver,0.01856409220949084
5,resource,0.01812960200952879
5,build,0.01809399862983302
5,purchase,0.017973131771341154
5,group,0.017254517077364247
5,provide,0.01684307376660984
5,assist,0.016754228715482513
5,work,0.016531589865014212
5,equipment,0.01638018043917701
5,replace,0.016275602211336664
5,make,0.016135029651949004
5,social,0.01599248019806257
5,renovate,0.015537642917910235
5,plan,0.015268633662426822
5,hire,0.015129696858318546
5,staff,0.015092447879478648
5,centre,0.013683615419280308
5,cost,0.013482191473507472
5,disability,0.01346339028057782
5,senior,0.01322908456429091
5,training,0.012348148629487935
5,woman,0.011822400088859852
5,local,0.011401804689031039
5,increase,0.01127097480240178
5,area,0.011004988575371355
5,workshop,0.009934822369386193
5,adult,0.008857622640505918
5,school,0.008776979335447495
5,volunteer,0.00873855910040412
5,education,0.008713752813085101
5,project,0.008702678837176087
5,child,0.008421448458027258
5,region,0.0083529475571219
5,age,0.008228571376140185
5,coordinator,0.008212087855789755
5,resident,0.007739312661025302
5,young,0.0072885709794742745
5,implement,0.0071037654126447115
5,promote,0.007049570968850049
5,facility,0.006871886082124506
5,health,0.006728674516291448
5,family,0.006661627386559946
5,sport,0.0061525091652645325
5,development,0.0057185174890511704
5,establish,0.005369236603715386
5,quality,0.004883860389442428
5,county,0.004750667112425078
5,ensure,0.004573805242352902
5,offer,0.0045652415389271376
5,safety,0.0043863788152825175
5,enable,0.0043281800112825045
5,club,0.003939702132337245
5,recreational,0.0037186990258769826
5,public,0.0032446573063982477
5,awareness,0.0031645686791856005
5,member,0.002859016161069927
5,event,0.002801543483828692
5,capacity,0.0023656371674030583
5,organization,0.002219321620742141
5,festival,0.0022175078706170473
5,continue,0.002029030815802696
5,order,0.001986368436691606
5,purchasing,0.0018266101184739156
5,include,0.001768683919390292
5,fund,0.0005805072500225821
