clusters3,Features3,weights
2,renovate,0.01408589909193683
2,equipment,0.014079850198119175
2,replace,0.013833981980259426
2,cost,0.013562373572839946
2,plan,0.013282828063386974
2,centre,0.01272772883607713
2,disability,0.012132234568834638
2,training,0.01168325423971039
2,increase,0.010961446127628392
2,senior,0.01095813060028565
2,school,0.010866098235838608
2,volunteer,0.010815390779691287
2,area,0.010559237658911718
2,woman,0.010493278275680645
2,workshop,0.010403771383549924
2,local,0.010221154597799034
2,young,0.009123668525444006
2,age,0.008786144455998597
2,education,0.008773587093156803
2,project,0.008665651666359341
2,health,0.00850419079857041
2,region,0.008347649577866292
2,coordinator,0.007866178340960444
2,family,0.007504192645486455
2,implement,0.007092241035786073
2,resident,0.006638364197463957
2,promote,0.00660183481432135
2,facility,0.005956326263508981
2,offer,0.005761371976541782
2,sport,0.005741035344790785
2,county,0.005026600628996392
2,establish,0.005014169468070868
2,enable,0.004393778311411521
2,quality,0.004123547617688637
2,safety,0.0039199475003219185
2,ensure,0.003875271184573903
2,club,0.003612703910143167
2,recreational,0.003154070048307887
2,capacity,0.0029340998910994546
2,public,0.002824736665172208
2,awareness,0.002704728432638049
2,member,0.0026147845010982633
2,event,0.0024205117596736345
2,order,0.002209200116239715
2,organization,0.0020280530385327934
2,festival,0.0020216175931831036
2,continue,0.002017760426450044
2,include,0.001980367139257439
2,purchasing,0.00190147209811279
2,fund,0.00048085521180588964
